user,item
12802,3326
1511,7512
12169,7836
9783,7497
7028,7284
4239,9625
2656,9409
9501,2757
3967,8948
736,328
4289,6122
4352,9767
14979,9899
7139,9016
4147,12876
3299,8358
14916,13501
11068,11792
234,5965
8304,7497
10470,9047
12237,7570
8120,3189
7285,3085
4192,12759
3040,9870
1450,1888
2476,1528
11957,3584
3638,10572
5443,2536
9053,5831
4497,8973
6936,1842
10005,8486
4780,3393
12277,14041
767,2429
24,2884
7790,8579
7964,12959
15385,10130
12008,183
10688,9933
1403,13039
215,2942
7435,12128
4444,11713
2540,5873
6102,169
2551,752
8940,7312
14530,11416
9567,9192
4998,12738
8239,4673
2884,13089
15296,12862
11914,62
9443,1285
13001,9634
2310,5186
10018,8436
1475,3297
881,214
5505,720
10633,5881
852,13019
1860,4572
2765,11832
15453,6029
2150,7204
2793,7334
2200,4410
11791,1493
1854,10233
9615,117
13925,9086
12070,8579
11439,2658
5073,7646
4443,12464
1453,267
2915,4362
7129,2894
3343,10121
9379,12364
1285,1898
11512,9743
9605,11662
7343,1167
2041,2996
3613,7715
5921,4005
12755,12565
7246,11833
4607,6773
10700,8265
12623,7234
3378,1434
3241,13378
11230,3017
3732,6841
11982,1889
4034,11530
9495,4826
10520,11319
13124,8760
8100,12077
15438,4584
11962,1720
8938,4412
11382,9813
1999,6017
489,435
6383,4454
10562,2142
7663,11611
790,5782
623,2275
10947,1594
3883,3987
8652,3285
477,95
10154,8626
3967,12703
14983,10785
7825,5890
5234,2354
9509,12665
12601,13482
6586,12768
2749,4829
11243,4823
12108,10256
330,11810
8638,6013
6740,13020
1667,2589
3476,7655
1717,12152
4388,13351
15588,6004
1838,542
13134,9725
4971,258
5967,13141
723,796
5865,11480
5,3634
14727,4352
14693,2787
5921,11183
2507,2403
8836,1544
1664,7676
2278,13974
6053,6118
7820,13327
5659,10632
8540,11637
707,1949
14066,13082
15874,4890
3645,5536
11173,12746
8573,5046
10816,657
4861,11092
15725,5755
12544,5603
625,10174
12678,1555
2821,13137
10629,8393
6672,13954
399,8283
15121,2662
1040,10237
11216,4584
12732,5750
4822,10347
9084,2390
8537,13389
5211,1691
14202,11969
9197,6259
8841,3362
7602,12991
1180,4555
5915,4749
14811,3058
2257,8809
1070,12154
3286,7122
5199,9021
1713,110
54,1776
10145,7491
9564,13085
1159,10653
8131,12491
11463,10213
9858,13085
11909,11387
9572,12403
5729,9710
4668,8717
10515,2811
2663,5867
7099,12870
3595,1821
8677,6648
6193,9255
9845,4547
1377,6563
127,473
1065,9015
8415,1843
1643,4374
1307,4378
9534,11813
262,72
5277,10881
3240,1860
9576,7707
1689,7498
2227,9960
1317,553
1691,12981
69,10161
1679,9229
327,10147
9657,335
6063,11188
795,9863
9182,10319
11230,11878
15772,2896
11100,8517
50,2428
10358,8521
5133,5143
11655,6041
1691,5807
12844,609
15814,4747
1740,13304
2885,12750
261,231
1715,3896
553,7163
14865,4970
6925,9682
1772,4455
3371,483
13855,6874
9129,10991
4378,5995
8127,12875
12647,5280
4378,10516
3659,450
12555,460
11812,4879
4774,93
6371,12794
5481,13206
6772,1253
11983,10530
10463,13878
13800,2514
581,8314
4463,3570
1435,11855
7630,5334
8947,4216
12425,11017
9174,13264
757,9615
12660,11059
6,1791
3723,12787
9225,4584
10626,9990
5906,7105
2208,10408
5458,4873
310,4484
1767,13227
12683,908
10327,4280
5272,8538
297,500
5197,181
7342,9934
1706,11511
9488,9813
13188,6089
1342,4360
15169,10278
5703,2222
6488,12094
8186,11676
6011,13803
3179,3022
10533,8610
7997,8738
3596,1662
9845,11316
7163,12830
8540,7637
12099,6660
5823,12612
12443,12039
631,11013
2674,9180
3238,4220
10047,347
6081,1131
10116,1467
4070,9694
482,378
11440,2946
11376,4771
828,6764
5496,1110
11112,870
12539,2153
8300,13344
15299,11076
2996,1034
7946,2409
4083,4489
2849,8698
14062,2514
295,12539
9127,8677
3268,8327
4652,11875
1268,2129
11260,12928
2961,733
13137,4274
9097,13661
1582,3522
2599,8574
7393,4297
2064,741
1801,12752
8699,12196
3588,2593
13797,6161
15199,11449
7385,3234
13849,2989
13764,2382
2023,8566
2913,8163
3502,7977
631,10864
829,10615
6822,13954
12304,2898
8187,1585
15287,7453
8080,3345
9457,3474
2482,376
4698,11638
4294,2204
13034,12623
11983,2412
1859,1921
14284,3222
1758,10729
4348,8669
3261,8717
1737,12794
10011,9699
2024,2631
4291,4931
1916,9757
6989,11974
1507,10279
14483,1586
4294,691
10897,173
11247,6122
5617,264
10673,1315
1173,7662
5988,8982
4307,2667
10624,9999
15716,5312
8161,8596
1744,3862
11702,4680
7471,6218
3002,7624
4121,383
3058,1511
3166,12281
8186,409
2014,1696
5406,13914
11878,1972
10264,6639
14379,8775
9449,11323
3115,7476
9350,13406
9665,2914
2379,974
1702,1464
225,13066
11797,10351
1265,10806
11053,12825
3168,6365
10406,10874
8179,10313
12864,13967
12489,12371
3280,9331
6303,1554
1125,4621
6519,12867
8189,3943
15093,12776
3281,7464
3665,7656
3667,6412
8110,11439
9804,11790
4885,9629
5656,10600
949,4554
14767,5088
8416,6009
840,11323
12353,8502
3665,2239
877,394
12705,9783
5510,5852
8300,2095
1666,8587
14309,1453
1785,7601
5149,12968
5987,10078
1849,4637
6228,10539
7221,5892
3767,13555
254,10369
1716,6813
13715,12980
582,9431
2124,9962
1514,13849
15520,3705
5363,9829
10116,7469
8042,459
6066,5717
11774,12263
8586,5236
14624,6267
8322,8843
6307,4247
11042,5640
9823,2424
2548,8695
3671,4607
14360,3697
14093,3307
3913,5846
3002,9094
1993,5975
1987,3670
1140,8501
2462,10142
9516,12728
161,3347
10687,10789
1031,2881
7524,4679
10173,12477
10400,11567
5221,3410
2977,8728
3115,4774
1581,6604
1752,481
1369,10021
8566,12807
5325,328
11849,3412
4998,3684
11314,12414
6143,6736
23,12550
3869,13727
242,7292
12281,13151
11120,1976
4348,12761
13221,11888
4499,11929
3503,1834
8252,9484
2854,11841
6275,1653
13507,5483
5410,352
15005,3800
6442,12802
6920,4790
6823,10361
8920,5590
4382,4555
10477,10419
442,12647
5158,2672
6439,9902
1403,8063
165,1703
1024,10910
1782,13338
4338,10195
14067,11567
4811,4656
1604,8775
7524,8665
1141,8642
4646,7388
6892,11656
89,10997
2817,13089
702,11637
5866,5663
15950,11863
1650,7305
4385,10705
4499,2142
13223,8884
7053,2501
9827,14033
2159,4928
4354,2309
877,3128
6387,190
9715,5183
6957,8945
11228,10849
7884,8597
5802,11145
7427,4891
7598,9302
2214,5022
1317,9551
334,8588
2552,438
3258,12675
11634,13344
2845,1681
6101,8499
13042,10530
9826,9392
9509,10271
12620,3346
8269,8724
2835,4553
13575,2551
7246,8783
5226,8578
2897,13806
3501,919
4188,4046
136,4392
5234,12529
8711,10564
10810,11182
1781,9829
9426,7087
3894,1665
11410,12246
9743,4189
5378,11459
2172,100
2759,7474
3439,96
1792,3079
486,2217
9051,2462
11404,5407
8033,10184
12509,13341
9646,8664
9864,5339
8178,4383
6135,9484
1626,13141
11765,5714
15466,9235
15912,5016
9101,9816
3447,2789
551,5895
8032,7655
752,1427
8795,5813
8849,7187
12256,5058
1065,3063
5290,13327
1049,9300
1696,6278
9238,3106
4144,834
3834,6477
2366,11454
625,7638
13668,2960
13128,11252
299,11299
6846,12237
2594,965
9460,2932
253,12598
500,9021
6303,1474
5526,7520
1564,3884
7215,13185
2565,6187
3960,9599
11940,1565
4635,482
12831,163
870,11559
6413,291
10286,3788
8242,6896
8271,9892
1417,12202
5456,2904
10249,11394
1241,2204
7119,3375
3488,13310
6360,6425
2324,1898
277,183
5828,10046
12964,8245
12874,14038
108,11753
11214,12144
13839,13607
7045,2238
3369,2763
4668,6147
3593,10156
616,9632
10393,1472
9820,8567
6727,7388
388,8924
1897,7457
3410,12856
1579,4578
242,9849
1656,4778
15730,9566
3656,7674
10290,12891
877,12569
12909,2166
5062,4402
5478,11332
11721,9743
12007,3682
2535,5847
9624,5783
3414,4480
7172,5862
442,8109
10927,11518
1456,4949
2687,13100
13322,2893
2437,1498
8271,10082
3607,12058
9755,11875
6216,11332
489,8063
14375,2295
9374,13444
2278,8086
9075,5077
12982,10643
8790,8774
11697,486
13262,8425
5531,7121
15340,2801
6128,5860
3067,9261
5262,2773
607,10180
7614,481
4502,3515
2486,3174
12092,13975
3347,10662
15608,7163
11417,7412
12397,2922
13889,7648
4537,13554
9198,12568
231,12988
10797,12728
1896,10544
3253,10440
585,4132
3816,3183
303,11300
4276,2003
9002,11546
2632,798
8508,2931
848,9670
28,5896
2631,4449
2028,3590
537,3718
3960,1889
6360,10141
8529,9657
6771,3815
748,13740
1663,12107
13481,12901
7353,12057
3643,5679
3062,8504
169,148
1416,3250
5592,259
2401,12868
1523,4146
12517,2835
14064,3402
3370,6087
13063,631
945,6881
852,13249
11633,8368
3062,3802
4202,10438
1691,1183
8636,3035
10475,10203
15809,5432
6583,13407
5245,7793
6248,7238
406,9173
13486,12940
4915,1715
102,10346
3002,9126
7658,7941
693,8912
1669,12498
7979,4913
13985,10569
6978,11920
7514,10410
12237,7156
9496,4720
1175,10622
3091,7747
25,6123
514,2318
8389,8980
3777,12480
4265,5817
6468,5789
9459,6093
4184,1066
11783,10905
10415,3258
2476,5988
7298,1131
6961,7549
9497,7238
11956,5689
2463,10776
1596,7358
3128,3069
7659,776
2809,5365
7723,5938
8107,2718
1431,5213
8044,8930
12972,2610
10432,190
12630,13509
10006,13139
2328,3978
3713,877
3420,6397
1377,9134
9859,4676
3924,13978
552,133
12861,4391
8316,11533
3164,1591
2167,1017
2320,3022
12889,2299
13195,6077
15510,4353
1921,8560
903,2174
602,10401
10546,3350
2985,12295
10701,8215
1669,8743
9800,6478
9569,12767
668,8843
11029,5750
6752,10875
446,11033
6710,4406
14723,11199
5726,3330
10869,9503
11589,7610
7904,668
347,7924
2558,1435
13307,12001
3723,10361
11247,1977
189,7434
6181,278
14061,13001
15692,13412
7060,2048
12794,4048
401,1500
1066,5929
3447,6567
14233,4840
4381,4489
1366,239
4395,8410
12320,5623
7813,11957
4669,7333
4399,9987
11381,165
10339,1795
6444,2622
1162,1565
5102,7147
14931,4369
7021,1267
7386,11940
3918,1573
1842,12983
7914,2926
733,6664
9203,7254
4277,12925
2992,11556
9070,4154
2327,7674
13117,8442
11292,13401
1573,6339
1956,779
522,11693
5311,5604
3547,13469
1669,11594
14761,8413
2681,319
3784,5883
7640,1491
9312,10585
14615,8705
3680,3632
1009,13089
12810,13974
10442,5399
10991,12766
12092,3653
864,12921
3822,5789
6814,8636
507,5699
8532,2489
1642,9387
845,7217
7339,5449
100,739
11110,12764
15537,7777
9947,8447
6083,7339
5938,11307
8371,2953
7822,1072
9912,4802
6265,3207
5647,374
5635,3817
12260,1004
1319,12831
15012,2522
1686,10475
11367,5156
8481,7196
4625,902
7115,3
7251,3777
4592,9710
3583,6315
14180,1470
807,7533
10151,12875
10983,1715
15291,10115
15783,6500
12581,183
647,7646
4224,6054
9599,352
1404,11932
13613,11692
10878,8578
11530,5836
12880,9902
14117,2280
13088,1812
6143,795
6312,8034
3883,579
3728,7156
4251,4692
4875,10402
830,1515
8769,6208
840,10689
2855,7163
12672,12044
7611,10252
3626,12663
8548,13895
12626,11833
10216,255
7059,9653
5057,1739
12329,7901
9382,10412
11319,13827
9275,5961
7233,12634
1669,5755
11172,1955
691,5805
8010,578
1079,4963
10487,12768
13870,5906
5633,5824
14057,8647
2476,2904
508,10750
8839,11943
13758,4456
10418,5601
10943,4898
11339,3633
11439,9468
3044,3551
5200,12844
6957,11223
10802,13068
1669,1883
3628,11049
8220,14049
12272,3095
6280,8624
11247,4489
2251,9145
10339,5610
3010,2328
9676,7347
1452,13501
3924,973
13251,7022
9964,11753
7119,9499
12142,7227
8717,8425
3502,486
5748,8774
4870,4933
11386,4543
77,3024
1398,348
4990,5975
7339,2499
13758,7078
9055,7359
14585,1544
1537,5795
7823,11890
5207,7330
2843,178
4502,9209
1149,70
9025,10276
5574,5759
23,12177
5633,10083
287,13027
14664,1661
2686,10472
2,11332
12874,11216
2637,10614
14815,9480
8412,8793
1496,11831
12602,5642
4586,10305
14320,1885
5458,8976
1547,6429
9015,3659
2450,13711
10601,10392
8334,4364
4235,1843
9396,415
12505,925
2494,5547
14310,3851
3228,9431
5099,4732
13548,13866
9631,10070
10936,12734
4358,755
6383,2270
457,4946
4718,11020
3217,4148
13223,454
281,10200
4103,140
4899,10705
4855,89
9362,3850
14467,6368
2433,10677
9560,9288
6473,2448
9769,3978
2714,10062
2954,11131
12495,7844
12062,7841
1180,4578
6100,2932
15387,3902
14554,3064
9670,1535
6375,4569
4886,4552
14319,8804
14746,2451
2740,437
5771,13254
10724,8167
4316,5755
5005,666
4677,9268
10522,1603
7736,4238
12975,6970
5159,3744
1887,2942
2338,5229
6,4624
9080,4508
4481,2400
2225,12151
11847,8540
8922,1957
7359,7157
4822,3114
14910,2745
2656,10138
6991,5924
3420,3024
4103,8681
12690,1493
2720,7270
4324,3614
5292,8845
12295,14060
7122,4929
2590,4354
10513,5813
5415,1889
1160,3322
9739,8440
9237,5059
221,9347
2850,3249
8489,1355
1574,4790
3373,5850
14765,6060
3884,5998
2323,1454
7450,8735
3190,10571
2548,11454
377,6205
8030,10055
13133,6348
4396,10012
13063,7114
15187,12954
13129,6577
7029,2020
7700,10974
3866,8707
10587,4801
3098,4976
1301,9208
4034,1915
12719,13338
10018,10619
11041,9526
556,12954
2507,11444
9088,8658
4890,4992
6002,2512
5385,1484
12597,12596
4854,1263
6938,3835
14339,4384
1839,485
10263,9611
13733,12151
12893,7215
8885,1346
9242,5248
12005,901
7811,1361
10955,3915
2175,4269
442,634
173,10387
12557,2812
599,5996
13313,4397
5873,12768
6515,4478
12560,6207
1866,10649
9688,10018
5032,1106
1886,6888
6982,7718
10692,13310
11006,14082
4610,2151
11483,12839
10931,13731
460,13027
11277,4630
881,4933
2592,1526
8638,4475
1514,10782
5654,4216
1115,7642
5333,227
1135,3275
171,7723
8653,10840
1024,5240
11391,12329
5917,12418
11024,3628
9656,1727
818,12785
8825,10316
1230,11906
15191,13374
6901,8693
7840,1541
1092,10704
7506,9053
3293,12827
12728,9751
7673,11343
2699,12086
3931,2448
1227,13163
10624,9083
393,6150
4859,11878
4873,13242
2360,12809
12492,4281
2421,8177
1179,516
11369,6300
969,11470
7060,913
9923,8803
2119,7750
220,7676
13758,11236
14079,11893
13806,4370
4974,1436
1172,1627
6677,916
9356,11933
1230,2271
2400,5973
6397,7107
10398,11561
1666,5943
11110,9294
949,4900
3931,11578
412,3345
14764,12870
3998,1711
4791,7473
12538,5691
271,4412
1951,9200
5245,11422
11224,13604
8630,805
1511,7086
2366,1500
2978,12440
1597,10273
12304,5563
6101,6185
6664,10292
951,7533
611,1464
1069,7518
8784,274
14902,13048
9933,4882
2558,5083
3831,8080
11262,13516
133,3179
6135,5721
5431,12767
12216,3714
5743,5352
6982,8477
269,2037
1122,8484
2115,2995
14614,3128
14020,11860
7721,12059
4958,12127
832,12809
11485,13864
3369,3166
3827,260
12015,10947
7926,12649
12394,872
12632,8898
1261,6161
12773,11347
7867,4600
3171,1494
5549,3197
1192,9493
8830,11588
11399,302
15457,10012
46,5327
221,9992
6360,5449
7869,13445
1001,1994
5748,4374
10054,1933
10855,9936
7061,13772
14617,10921
13227,1409
12580,5383
5657,9966
15328,12545
8751,4076
6989,3072
4089,657
3949,1363
574,468
852,4262
7358,11375
1707,2933
2054,6416
9318,3036
371,1563
6021,1573
6449,6161
1341,4748
3691,7771
763,8861
5071,8605
1508,7466
8909,8309
4604,9593
15397,3200
2047,83
1568,8669
2613,10677
10120,11420
1512,12113
7903,1332
15613,10502
12558,5219
3968,170
10353,11416
5608,7259
8848,2956
11700,10024
7055,7828
15821,14074
756,296
903,2140
9317,11608
9738,246
11341,6442
15349,9491
2280,8540
12450,2168
579,5768
2310,5759
6493,2929
8082,10675
552,13913
11283,13127
3340,103
1201,3250
11339,10907
1205,12427
1370,10941
80,4732
910,4484
87,7649
5375,5913
12316,4641
8545,12078
8312,9006
8952,10211
447,6666
2201,13177
1249,1461
1731,4840
2974,7886
3348,3976
2317,11647
2889,4774
9227,9041
6509,5718
5767,11934
15684,9340
13762,13465
5253,2818
15738,7478
4003,6109
4786,6076
12632,1948
11020,5479
9976,11500
1743,13578
14036,1592
2045,7636
4,1209
7206,6450
10224,9259
2734,8616
7029,11351
2470,1733
434,13127
5357,3281
2580,8488
11467,4627
10883,10261
3462,1586
2812,1506
1005,12023
3648,8757
4806,4667
1015,8417
131,13365
953,12589
1862,2471
937,4731
641,6814
14369,12733
11339,12463
5626,1351
11549,3676
1219,8889
550,362
9345,426
10434,2271
5713,10270
5920,3730
15747,13092
4986,8292
4231,413
93,11832
938,4942
12831,4341
10369,4348
933,5135
6921,2114
10778,6722
6974,5864
457,10044
5625,2541
3431,3800
12633,12950
1036,13559
4356,4352
1495,7225
8711,11454
6276,2190
3937,3996
3886,10113
15288,9960
15362,6222
4797,11124
776,1500
1628,11890
4634,1573
14518,4852
11161,7640
3173,5538
11996,5228
1531,10324
9157,4574
819,72
10925,4860
10470,3499
1373,11655
7640,5975
3497,13392
11786,4838
6249,12171
15192,12739
5114,11598
8148,12845
8925,355
6674,13077
6678,1005
6501,8710
11411,12855
15126,10052
449,10314
11865,5935
13207,6420
14586,8468
4780,1241
896,9948
339,9199
311,7503
9392,7121
9814,10575
460,13839
2199,1652
9556,8852
5148,5813
8722,173
3712,9132
11931,6012
1871,5148
14462,12078
15654,5835
631,6200
15079,5789
6870,4354
1740,173
10828,1640
6636,11397
1336,10030
12721,1776
358,3183
7126,10216
9528,3717
6311,2942
11525,3333
294,697
14869,2781
8817,11862
12690,5539
8854,13910
11805,2056
5605,5415
11685,2975
14530,3295
1582,554
602,7297
6363,5913
4689,1363
10087,1511
13457,4793
15788,4536
2097,1829
432,13099
13624,11779
819,2058
10335,2904
1,3228
9871,6255
6199,4896
316,13364
3870,8935
4809,11444
11887,9806
9987,8887
6360,4786
6775,817
9486,13227
9409,4743
14485,3483
3985,1189
3940,837
489,11530
12042,12560
7474,11329
23,12193
7045,12764
2996,2958
4066,1802
6975,4352
15153,1567
4653,4059
1640,889
3796,13228
1897,3160
4917,1658
8729,308
7407,13853
2137,1473
8487,13946
34,11065
49,851
3735,6665
5760,176
173,3270
2273,5104
8211,702
13127,4132
3095,12855
9098,3463
2537,4953
4811,13142
14599,4545
9472,12579
3409,5397
343,216
9817,4599
1021,4939
12565,8318
4068,9607
4179,2276
13209,12347
4829,3987
4916,470
3889,196
10049,263
6876,12872
14940,3698
14435,1553
8952,8380
2435,1833
6022,5841
6377,8333
336,4406
3176,443
8867,11833
3647,12855
4210,9234
6860,10300
13431,7190
7128,13852
1084,7298
986,4592
5788,8511
14288,10655
13423,2110
89,9243
9971,5921
1537,3134
552,13754
2225,5182
9652,3233
231,4809
13001,13709
663,11435
2550,9658
619,11749
1349,10251
12046,2788
6438,6447
845,6377
2149,51
2565,11866
6455,3253
3338,7471
6161,5982
38,5537
1049,661
10008,14001
2177,8352
3926,9046
11582,920
15642,4136
9700,12942
6195,13494
371,10660
8816,11477
10506,10243
6412,4904
13113,3210
12915,11941
14478,6006
593,1148
11622,2264
11841,4508
4840,8
3689,8377
1967,9082
11980,9539
327,1676
5759,153
12699,12877
1356,5256
1493,13302
2273,346
8737,5875
7457,12072
10136,1490
13254,3039
2938,7307
1317,7805
6548,276
2747,3613
1183,1605
1409,1623
4070,12916
407,9880
195,13069
1700,10738
12103,8050
11843,1360
4363,5022
6974,9667
2980,1880
12056,5092
1317,3121
3173,9020
14849,11183
11053,12074
9777,8303
8146,7532
13455,5925
753,8011
1313,12870
9462,11612
5117,490
13984,10566
6091,11636
45,14070
988,1700
3628,8362
7272,5749
9228,8263
7878,11322
2255,4011
11572,11480
8384,7372
2600,2880
10552,11383
12022,6426
11491,13054
12256,3331
12864,2972
794,6947
4839,170
1537,12161
3484,3050
11463,7597
3721,5368
12364,4480
10906,4505
5838,58
11903,5038
13650,6293
888,2139
6314,7597
3224,1789
9273,12825
1772,8500
9904,4393
117,9902
474,12895
11474,9850
2636,10408
5314,8864
2298,3242
3901,74
9487,10125
11751,10884
2776,11337
2160,8778
11633,2871
10432,11413
294,9909
4172,12724
5746,5797
2424,9151
4291,9540
4794,9440
1245,2384
2482,10012
10931,13364
15832,10223
1598,38
5165,4508
14587,6081
4952,11563
7849,12088
3683,4374
6254,8575
3238,1611
4604,1464
287,3095
3809,10746
14120,12394
12272,5269
12179,8036
2793,9187
12415,7508
12429,4322
6204,11050
6892,9893
666,4368
7565,11636
2231,1246
4616,130
832,701
11597,5109
2416,1631
6548,9902
7206,7634
2946,2082
4134,9267
4104,641
5234,10553
8473,8850
8428,12429
3145,7081
4070,10278
269,707
2556,4687
4661,11488
407,4718
2230,12981
4,9267
7406,3411
5413,703
2755,13667
11257,8965
5762,12151
7286,10969
2588,10400
995,5740
5075,3080
6851,12060
11086,6794
15934,9231
3462,12325
3794,12943
2688,491
4481,13360
4823,3499
5428,5496
8125,1323
693,3813
6340,7642
9951,2795
1461,1755
14778,12781
1019,7793
1669,3185
11216,9902
6640,7326
1122,6484
11312,6337
8557,202
3002,12649
7272,8957
3259,11896
8885,4559
3115,12017
1452,1360
14578,13545
1725,12809
6644,3205
473,1880
7720,6878
3666,50
1967,4418
12667,12895
6386,12953
3440,13358
9597,11830
520,13437
9498,12064
2786,3421
1521,9123
750,4222
5221,5776
14140,7478
8261,5461
7318,9888
12124,12301
12348,413
6708,4869
3133,8362
15324,12344
11367,8837
809,2493
153,13500
14941,12210
8391,10705
6746,7297
3674,5803
34,14057
10727,11623
8466,12953
751,10797
5373,8684
929,12998
1701,9647
2392,3196
10708,5564
1632,11566
14044,13091
2360,4591
2551,1322
801,9456
8830,2982
9430,10192
7251,8965
1345,10598
14470,4623
7166,8531
7,2995
1290,3413
4406,12088
4136,4210
15307,8187
7866,4741
4891,11420
666,4480
2627,13207
9856,11036
2598,13283
11531,12041
3373,5446
4963,8874
2820,7770
3540,5791
5720,11563
12693,5711
8131,7297
1260,13809
6222,12135
11740,8931
5717,6156
3608,4655
7530,10079
11789,7196
4265,4784
12587,1872
5974,3199
10274,7640
1450,4383
12920,7314
4067,13107
2850,12867
8920,7176
6057,7434
10761,4724
4386,10125
11262,9303
14576,9426
4202,6204
1022,1686
3763,7453
180,5091
8632,3199
995,8881
7851,10414
7560,5524
10343,4519
6197,5773
14532,12742
3314,8621
7588,5731
1932,1831
11023,9738
8187,12800
7192,3183
10632,9614
5512,8507
13928,1756
666,179
1717,6342
7997,9096
3257,14017
13070,5873
2047,12236
1370,7535
9999,3063
6580,11995
13539,3259
5557,12928
2989,10133
1692,2974
3076,6447
9976,5590
2849,4000
9812,1493
3539,1658
11539,11701
2907,7793
7339,10349
5629,1075
5525,426
2266,7636
5338,7589
8505,11703
6546,5793
12278,7331
1260,7843
15014,12934
15078,8686
7584,11689
7842,3736
14858,2444
2432,4597
299,4646
8423,7249
2043,804
8965,9462
6487,4815
12413,12377
582,272
7727,10101
1024,6877
14925,12934
2379,3648
6939,2931
3783,1553
6772,7467
10724,7238
7131,8138
2975,10291
6392,11871
7887,8190
581,1788
3267,1099
7835,3173
510,1022
2506,13973
5391,11311
4358,374
559,9011
9799,8011
3309,11841
10415,4183
11006,12444
2075,657
13923,9391
9178,10520
4,5308
631,10779
7247,13361
1149,7380
6641,1225
6195,5725
3417,6401
11814,10770
10008,4842
7557,7619
13668,8499
1325,11657
2306,2178
1048,12481
6493,10125
23,12230
2105,7580
11994,11130
2127,1061
3329,8164
341,543
4793,4550
34,8492
597,2600
1326,8245
14161,1682
9323,584
2790,2017
7387,5803
8932,5979
10387,5170
2552,8492
11249,8877
1493,9691
5991,7461
341,547
