user,item
13429,6058
13586,802
810,7905
4934,12469
9687,16126
5520,758
2642,13394
8612,14343
10530,11816
8020,9012
824,3864
15186,9379
22107,16321
3863,10280
19612,4373
4421,11101
4841,9500
2728,5593
12941,649
317,1604
1235,13100
22165,7540
21123,13414
3407,9169
2824,11406
11692,567
11966,2809
13859,13855
1804,1547
13405,16272
2450,13795
18805,6810
284,10117
3528,8069
20340,7438
13059,12358
11840,10897
7861,3771
21221,13546
6499,14569
3256,9267
11549,11573
10868,13982
19568,14377
5226,16011
771,13466
20737,16303
4240,16240
8513,5630
3944,15110
674,14159
4633,15710
21367,6100
9633,15664
373,13513
11478,15435
14269,15650
17556,13481
9219,7560
2048,3625
5410,6707
21076,13368
19389,8009
5883,284
13222,6713
3955,191
17973,4531
10925,11272
3748,14225
5804,1336
2918,7733
13714,3816
4766,10227
5808,6072
14397,1222
4022,6815
5803,16103
21634,13240
836,2588
3289,16036
18631,15567
8988,1548
15164,3460
15925,15409
2155,2271
19731,16222
16366,9690
21871,5496
3648,11844
2891,3781
4073,15984
1639,15445
13910,14007
6831,6810
16346,3335
18003,15088
19117,13425
22421,6576
13484,11050
5060,407
15098,8563
1555,15315
13359,7106
2600,122
1158,1512
17006,16255
167,13568
4095,16446
4693,15750
5778,14597
7936,393
1474,3576
13835,7433
13535,5134
14718,14456
16805,1364
1397,66
2089,8748
8828,5477
15671,3296
6504,316
12378,3540
5619,10288
15198,15122
3619,13787
6494,3727
9182,14347
2948,1789
5155,11529
2357,14776
12713,1472
8046,16222
4715,9554
13890,12034
17384,14129
7385,15442
3493,14474
7277,3074
12418,5625
838,5122
12005,8931
5529,13285
8437,2435
3825,7186
7434,11013
11760,11730
4794,555
6658,9962
2104,13235
794,13974
21372,10552
5712,10714
17253,2931
22018,9532
22268,8930
3495,13168
14213,15027
19397,5986
5496,3839
8607,11749
13261,16357
488,14150
14112,5430
16690,14848
21771,7975
1651,9757
10541,3164
11543,10803
2127,14665
6697,9588
5761,11949
15015,9095
14020,16228
8956,14608
21725,9437
3710,6917
19701,8163
5107,15486
18461,13179
8162,5349
10439,15952
410,15679
3396,14438
1531,16161
12028,3242
11848,8781
673,1136
12800,15758
21093,7245
21191,3484
22194,10460
376,4724
9287,3478
3781,16250
1599,9128
11631,5519
2510,15754
20850,15230
7412,1275
16754,16127
3347,3560
12507,2443
4840,6177
287,13594
12165,16279
17750,9887
20553,4526
11709,12289
4674,3367
1125,12472
16932,3444
19353,11951
1294,12729
3249,15922
21057,4405
11369,15386
11844,7933
13852,5220
17333,9092
17240,4583
4205,1275
9511,3401
174,12434
13599,10149
4216,9470
6937,6690
2837,9696
3602,14271
20194,9114
22535,11406
14836,13962
21044,8297
9238,16494
5370,14450
3578,11926
18566,1976
3699,16329
17106,12388
13045,15878
2790,9909
4615,1772
12107,9939
15701,1384
488,133
2321,12670
10055,3462
3907,13515
6226,328
11826,6232
12520,12512
7103,10567
21397,12131
3287,158
13565,3546
756,34
13488,6683
7444,9217
812,16337
3366,3734
8348,525
19939,11247
5146,8691
3749,14326
4073,193
531,2903
13050,4726
1756,9557
13025,6992
16490,11384
4179,6912
9261,16536
3560,2746
7410,15832
11242,1285
21357,11810
16211,12881
755,12134
19632,15234
2839,9286
721,12997
7444,5411
3030,10324
6342,4051
20367,11195
4265,13476
13326,7902
17416,12970
297,12707
15569,1200
5972,7586
18151,13571
13446,8363
22456,16161
5708,3766
6320,2872
1667,15737
3619,12606
5828,13560
14446,10456
17001,14955
958,12784
11596,1947
20457,16450
12185,599
10621,4647
18827,2095
11913,10122
8279,14418
11106,16356
5374,852
7298,4521
17118,10656
18908,9500
950,12620
3107,15604
198,1367
17303,1447
3454,3351
5915,1716
14390,2478
20532,2945
19696,15400
3367,2947
11803,10958
10492,13214
748,13482
20177,12945
3945,11227
7038,11855
7930,12266
4768,6415
789,1669
15587,5267
22267,6972
5387,11173
3468,16120
13325,7686
4638,11505
11465,561
12662,8092
2421,14228
1883,6312
1452,14157
7515,13688
360,4950
986,44
18735,14597
198,13661
4235,15599
19974,12827
17996,7562
7901,8099
7552,13009
17623,8186
14590,3631
12133,13233
1153,10142
13471,12186
4575,11019
684,3419
15098,2257
13364,15729
9515,16007
3824,13118
1024,785
7706,492
12297,11358
3251,209
16352,15279
12769,11155
2479,5313
9530,5817
10019,648
14299,13027
12522,12012
8894,15188
7012,16340
13462,10891
4292,12522
5900,2341
5335,11421
929,6594
18678,6585
7310,5080
6268,7992
459,6312
17217,3922
12564,13612
7662,13537
8,8059
18536,6034
7024,400
20285,16452
11619,13105
21208,7982
4526,15291
14313,15796
20540,7508
7966,4960
14308,10249
19160,15807
1171,14085
18150,3242
1924,13321
15449,8892
6407,8490
15917,1573
4726,13784
10264,1365
5283,9299
4904,11016
3002,12198
17805,12723
14538,9226
6963,14163
8003,13807
5614,4994
6915,8491
19608,8924
2846,12075
822,1202
4927,8714
17487,5063
5437,3987
15326,15170
2041,9548
8126,2605
9787,4236
4563,13420
7681,381
9857,14662
1070,1288
13726,14916
6582,14645
18734,2535
7894,10622
5144,10458
5722,7447
2685,2865
7569,7050
20108,16201
8924,16336
6100,8983
9649,15694
403,16118
13066,682
16730,13180
2274,14649
7534,1960
11473,12416
19274,6541
30,1
16969,11930
16197,2830
14135,7403
18517,4501
2925,4146
5798,1713
21569,3791
13986,12711
20111,13981
13611,8581
1161,9182
13374,13173
10093,589
4310,6425
4771,9733
2659,8088
16955,4338
4104,11957
4198,14640
16515,14343
18430,3894
13688,11757
21338,15867
12608,1240
22032,15864
19137,13332
9023,11559
10153,1494
10669,4867
17224,6439
5670,12289
10136,13919
16160,8453
911,1002
15441,7967
22321,6252
7838,8723
7382,7497
16258,3213
7612,14586
2614,1883
16310,16338
5287,16294
6748,9824
8172,15202
22461,14548
14509,15259
6948,6810
17438,1983
13581,4680
398,2701
6580,14836
13572,11403
8120,404
11795,632
7588,15893
5007,2701
14442,11056
8695,1613
11704,16242
1424,68
22209,16043
19559,12552
10875,3842
9424,8874
13238,718
19074,2500
14106,7555
9495,9054
3768,9876
14177,16201
20143,11357
6047,6035
7598,3497
3693,16138
7297,4292
13233,4588
10722,9782
11830,8278
9602,5211
4725,14475
4169,197
14802,11579
3672,8007
8313,7510
17357,16086
18056,16194
18726,14751
12250,11243
8007,15991
10568,8116
9267,16539
16193,3944
1435,3772
15046,14246
19973,16092
3840,11403
19868,16267
21408,13393
2090,16222
17370,7376
9933,10192
11823,10622
997,6965
12326,3463
18150,14098
2239,12645
1113,7667
7276,3597
638,8703
13257,1140
10535,8533
3729,2321
13116,12108
21958,13513
12942,7198
9648,5300
1311,5615
13297,13970
17578,3241
10092,13232
1755,15737
6594,10797
9556,14844
15796,4486
18244,5314
22004,11482
18489,15704
4027,2986
21415,15641
4706,16495
941,1844
597,5337
15096,8716
6179,7571
8512,3662
4632,16495
6892,339
8103,2151
4841,13212
13021,8822
6943,12216
2656,14685
9998,16158
10397,15919
9839,9845
3644,16150
7930,16280
9244,15634
13929,3195
17454,11401
1745,13417
13234,6521
140,1955
8579,14801
14567,9163
17518,12681
12085,14680
2816,428
1734,16189
13474,16514
1249,13250
12367,2373
19501,2746
17707,4677
22456,8975
10378,12997
568,6288
21433,13061
9194,7515
6433,12704
18085,10803
21466,5834
842,8073
2860,10557
260,13883
1216,11050
13283,16161
12456,7534
3504,7362
1393,8132
12634,3711
3737,16511
13215,5795
13161,11362
19947,16283
15541,16342
2039,5851
46,13025
14428,6344
12061,16102
18962,8360
22478,12201
118,15416
17364,7332
296,16509
17143,16062
19481,6484
17577,16335
18874,12282
11371,985
10002,6654
18839,8494
11323,3244
14677,4595
7643,7860
12805,15646
16239,16118
1090,4057
10012,504
7119,496
15970,15401
919,13070
10631,3381
18415,4954
10445,8155
13473,5955
7889,16280
3995,8190
14519,7774
2221,10645
17562,11356
4391,11277
15541,15136
20252,5888
22555,16494
4535,7859
4475,6580
21998,8392
3560,8415
9693,15420
4098,4856
11676,7334
20778,8001
14221,16406
1096,52
11757,15890
19521,15874
13477,8943
20283,16036
12751,1214
4951,10175
13967,11712
3639,13212
18720,13170
13909,880
14278,15071
11169,9571
19904,9271
16944,10829
10497,522
6090,3684
9283,15645
4759,13752
16578,15725
20901,16494
1978,3043
12823,642
2602,664
13014,15985
19145,5723
1033,16094
7672,16520
4070,4739
16159,14682
5712,7744
9342,6190
19992,15995
1182,1681
10855,1210
354,11413
9895,7059
10024,16118
755,9445
6322,16101
3263,9463
4368,14967
2483,15226
14358,3195
18044,3354
3522,7808
20880,15603
9925,15709
3179,6810
5291,2389
18598,4716
5634,8575
14322,12683
17971,8594
14149,13634
3161,3026
13092,16120
8711,9097
5401,15105
20754,15395
5239,254
2436,13675
11250,7484
15202,13339
4352,1268
7847,4958
21466,13694
2906,15153
5473,13077
10732,15583
16465,15724
16673,3591
8494,9913
15161,8102
21917,4787
8291,16085
5420,10062
16069,4475
9124,16098
11632,14112
14752,13939
12845,6240
1534,5112
12612,1631
15858,15200
14403,2546
9847,12596
5937,10324
2303,2150
440,13874
22159,12562
9879,8526
5288,1629
4413,1262
3074,15347
46,15478
1608,4304
3218,15959
12295,5336
5607,15295
718,7286
11722,10723
1049,9440
9410,473
11136,11772
12114,15881
993,16354
18228,6617
5964,14935
16658,15920
16412,10160
21004,5942
20289,10433
21607,14760
6658,8706
4155,5074
6260,12345
6905,2552
20914,14522
730,9886
12669,15547
3565,6786
8115,10617
982,3456
16933,15503
20240,16231
19827,7450
1273,13329
3292,13524
20171,8278
15741,6425
18847,15826
2904,9878
7922,7894
3221,12148
17785,11415
931,16201
12855,3577
22263,16013
6813,16486
13998,3913
6818,12882
2401,5209
3939,9443
4194,198
15798,14729
7156,375
12433,7215
1207,5378
21457,5521
5796,14151
6029,15096
20102,2674
4482,6195
21289,13254
15781,15416
16965,13411
16929,8186
4152,12885
9701,11593
16565,14799
7510,4200
17943,7739
15965,16519
9272,15934
1615,16393
8233,6422
8780,12469
3003,8242
11427,8591
19963,13129
2215,6810
10013,710
6275,8026
10042,3615
13260,15317
1561,9558
1108,3381
108,13063
7716,12207
5744,4547
12990,16184
16901,14213
21752,6623
1638,5653
10411,16227
7226,10329
10209,514
10552,12166
12854,13781
5584,267
5101,1550
14900,9836
16888,5293
5074,14401
1276,13251
15569,12976
11038,12251
21859,7433
5690,347
4544,14099
16824,14817
7536,8604
19034,12541
488,12106
19175,15074
17005,3603
2294,109
7108,14284
5231,4313
13170,12875
8187,407
9134,3544
20017,15852
10803,13370
19188,15948
4237,13314
13559,15089
7952,1090
13403,11250
20919,15680
6588,4326
8596,6230
6945,1558
3015,6079
17406,13561
18511,8315
14566,1064
5242,7917
9761,5626
6495,13069
4735,11939
15686,1210
2264,14179
312,14639
5477,14607
9485,11927
6806,510
224,16029
10838,8352
986,209
13202,10570
2428,114
9493,1329
8757,6806
1686,11273
17326,12660
14358,1471
22395,14211
17757,15190
11953,10097
2845,8716
9259,6629
5656,16295
8642,10982
21894,5206
12273,8371
19780,13532
2488,13485
1139,10205
13964,7630
1165,1851
4933,9460
438,10489
21025,7513
4082,14265
11696,10937
12866,1210
12429,15785
12411,13608
18226,7445
11694,15229
2415,14224
12952,15820
3295,10258
15071,16346
15200,2302
7108,5614
20262,13452
17883,6193
16828,1368
15836,7459
7965,1310
4790,16120
10574,2603
10740,14371
1767,9759
22031,4684
19455,5078
19187,9986
18902,12189
22389,12467
20820,16388
11876,12875
10830,11892
11833,640
11575,8048
18678,16529
8479,15934
1879,2714
13434,12845
125,14146
953,10976
1292,10225
10336,614
14986,2865
22207,5434
9419,9338
2736,15212
11771,6862
4935,10454
12632,11979
18383,6254
6223,7002
19819,2578
12567,13836
22016,7404
3189,13121
17856,11350
2812,133
13875,15589
15023,8729
16449,4321
4931,16274
21429,13594
22411,6709
12351,3016
14485,13738
14327,12603
8002,13654
556,10577
2727,2258
22437,14206
20640,15071
1605,5661
18397,14844
13229,13155
13630,15789
838,14814
7552,14315
21416,3625
11134,1220
3690,14438
1597,15563
14308,10243
14164,10138
21043,11014
602,12806
2918,13371
18243,8331
8374,9000
1599,8049
8115,15852
4206,12611
3295,15255
10237,8741
4179,1067
280,4784
12916,648
19821,5510
1319,9386
11309,16465
5230,6131
16727,3688
1995,11949
8334,9645
14894,5969
8647,8832
1278,15087
12005,989
16662,7687
15113,6116
17661,2602
14972,10654
12300,8049
3629,1422
1458,7016
8208,558
8080,1594
3107,16028
11676,3484
3528,13179
3903,12194
5649,7760
16166,7486
12726,12226
6680,12248
10144,14976
15529,16245
8951,1218
2004,15162
19976,6301
9539,4514
10996,8766
7162,16391
8970,6203
19625,8474
9038,15059
10777,8494
17628,11837
10780,13351
22577,13525
4747,15664
22404,16392
114,5751
393,15987
12529,6623
8681,3613
10857,3012
5989,16535
9244,516
11645,826
22478,8075
7413,7510
13624,13393
16275,12916
8660,14475
21839,6025
654,6955
2676,1192
1424,3556
15679,9621
21176,15716
15205,14233
156,13537
16185,14714
4496,13608
12017,3642
5164,2431
5556,7716
19,6810
3181,3141
7617,14944
10643,9218
19979,2606
2080,3357
2270,10278
10313,8598
8881,13547
176,8814
12578,6846
4204,1117
13928,885
5088,10915
13599,10565
17040,3566
2773,11052
16298,15162
5327,6355
17141,14493
15007,1275
19405,16043
5511,7050
3341,5240
6463,7204
4953,3306
4384,9945
15215,16492
16225,11487
22206,14269
1036,7829
20159,16516
10722,7268
11514,12147
13723,14443
18972,4649
1161,7641
15353,5669
3635,14151
5066,13705
61,11558
11048,8931
9764,5414
3008,2634
16478,7792
2899,9217
16800,10852
21054,8867
17016,16218
3982,10888
15444,12708
2452,5630
15795,7749
4861,9412
7997,12465
3468,14874
20712,9421
4536,12365
2429,12842
12322,987
8748,11801
18067,3345
19109,9917
6010,3562
14220,12910
21610,12242
6593,6778
5841,11744
11915,15153
713,13166
12610,12176
9823,10610
6774,1971
524,3608
8605,1759
12062,591
20465,13948
14437,5237
15248,10485
15551,3445
14043,11602
7062,15798
17259,11956
6323,16500
19275,15074
1767,16409
19602,3560
2658,1374
11530,561
21037,14561
14650,7452
15635,1523
2769,3916
5267,10375
10754,536
6027,16435
21659,13378
10027,11357
12199,12705
12130,12819
17163,8492
8384,415
1767,7301
5426,16536
9469,12898
7392,1426
596,3148
5591,6647
3464,16273
18105,10791
13490,16520
1970,6219
8914,12980
3949,1754
15029,3306
3952,3381
22402,11216
1869,12824
979,44
21879,14148
18627,11352
249,1400
21207,16494
14756,2121
3786,182
2984,4059
8170,11503
16105,7608
1517,9128
2892,15243
18517,3366
7685,8301
7033,5253
18599,13915
9017,5721
446,7000
3028,12925
18674,2596
10686,3241
16253,12751
21649,13098
3390,4098
527,2250
5213,9300
5865,5741
5041,14650
21251,13861
8072,3897
18710,14146
18993,12310
19191,7384
3778,9217
1782,6883
12155,595
7161,10354
4990,1317
14600,3767
13529,3823
7011,1398
17034,16250
17172,6069
20293,15977
3223,15305
15503,14110
21401,16495
8455,5566
8603,7287
7406,15584
12895,14522
6452,6631
19624,9877
5994,12248
3951,15756
15262,9381
18240,15191
6700,11361
20456,8092
483,323
9367,15820
1772,6199
21357,16263
1478,14603
10141,1728
15995,6179
17140,9340
9715,16205
10758,14607
16433,7263
14015,1184
9067,456
21852,6417
3112,151
6055,15569
4358,3559
1716,14994
9425,8113
1996,10735
3758,9790
16024,16242
7843,4133
8815,11383
15667,15937
4804,14572
5556,8249
20838,6670
18918,8023
20713,9419
18062,15099
21418,14734
6042,4974
9336,12369
21522,13470
15131,16492
5018,3447
8740,10397
11501,16422
3748,14228
4480,1199
1886,16465
14788,5197
1543,12147
16425,8306
8158,4052
5809,9534
9750,7089
512,9274
6452,14110
3935,574
19627,9962
15642,13419
8890,448
15739,15710
11668,6941
12997,3745
19823,3865
8797,14523
11167,900
11439,16121
15226,3503
718,339
21303,3572
4193,1292
6783,8508
9300,1349
17808,6695
1173,13432
16271,14635
10774,16329
21935,8674
3125,12860
4101,12534
4224,7459
16600,8902
7470,6674
2876,12728
3671,14962
17201,3748
18786,2072
730,12215
5937,286
14024,8814
14599,12660
14903,2396
8876,11549
21330,3560
17072,9150
20665,12454
6322,9780
17611,11646
2559,5089
3249,5228
801,476
15796,12488
5181,9502
5095,4231
6854,11022
9334,13809
8235,14874
8099,1502
7253,11648
19822,13879
8208,2632
16260,6829
1628,2567
15506,11527
8432,12390
474,6367
1379,15445
14024,4738
3424,13281
10986,15725
10285,7934
21719,5516
3453,4992
350,1591
12488,13760
9808,2692
11244,15251
7463,7430
5661,6548
16351,1294
3652,11026
17955,3252
6941,13719
1901,89
14934,11398
21867,5689
6496,6151
4445,5023
17776,1592
10857,12134
14488,7885
1135,15826
12270,1420
14863,7943
16184,10364
10220,16528
4413,13402
10266,2450
4423,13411
5422,8799
7514,16058
15624,11977
14146,8150
11139,2755
19716,14899
3561,1337
6250,12481
2221,363
9418,6829
11372,15934
5941,14897
7071,15163
17361,14029
991,637
2514,118
4530,13594
6007,7136
10515,523
2393,9502
9692,9069
9015,452
14971,8141
1453,7488
147,7276
2223,105
774,16550
9848,1816
640,6973
14350,15973
14723,14557
15250,9773
15076,13998
6937,14159
4204,6725
100,15417
8798,15155
7547,15491
13614,15981
6901,11591
15545,13809
19975,8379
8393,11594
16607,15390
2653,14716
3644,2859
11655,3242
17737,7334
4702,13574
4270,2891
9466,3584
3660,1972
16024,15252
21868,11450
7617,12043
11114,4533
8492,5856
4951,3507
10118,3818
8419,5201
12399,10213
13449,2738
3403,10559
2661,8563
5937,8144
20593,2998
4895,16146
213,7652
19892,15429
20356,5531
15234,6424
13813,3201
15916,7362
129,15116
5638,7327
560,14670
15097,13742
2813,10082
2661,13394
1987,16222
8828,8485
1223,16205
21446,13315
7623,16335
1714,9960
7366,7792
2013,4006
17736,6804
249,2196
20725,9304
15368,8926
2657,124
16464,13542
22520,15286
9226,9979
1531,5257
19300,4204
4167,13003
20373,5033
6732,6877
10400,1182
12072,8158
17669,6928
13209,8365
1517,2259
5771,872
15677,4224
9448,2679
5115,8453
21177,3478
19294,14263
19295,16120
1038,4386
17877,1634
2760,407
11114,13383
11230,4994
17692,2061
20970,14442
7055,15251
19849,14873
9631,15772
14568,3644
2171,13551
6202,4862
2438,10777
814,13600
1704,11632
6349,12236
10525,10837
4188,3439
5619,268
16606,5371
755,5882
14970,16357
17062,1405
1190,7681
18187,6968
58,15419
13412,1810
15092,8563
10076,16045
15735,15222
1559,11060
3479,11222
13295,12698
17314,11041
16198,3803
9602,485
12749,10737
2599,2540
5522,8147
6639,395
10160,10569
6386,4839
12570,14090
14319,3657
58,15440
21945,14215
5165,3793
20229,5656
6526,6388
4850,12107
7209,357
9139,1174
17201,14547
7881,6711
19274,16250
15019,1311
8472,574
8023,10799
1482,16133
13164,700
7138,3988
12826,13782
6683,2730
2750,8084
11035,15224
4831,16201
9467,4678
4849,9459
1759,81
6664,8118
13661,3218
1417,1188
1041,726
11842,3865
16973,6213
17338,4216
17053,3490
7300,13082
6800,9243
13341,3868
12362,1475
14588,1068
9576,484
22322,5852
14428,3794
3504,16184
6246,1275
2004,10741
10512,1688
1540,15759
14184,15088
6036,1149
11413,14474
3809,9272
16346,4835
21432,7887
8088,12656
6065,14982
20704,14382
4406,5597
15991,15871
3382,6079
15617,2727
6483,15943
10506,13278
3093,16470
5354,9622
13060,10309
16285,10279
5255,2905
11889,13358
5944,286
21085,15892
14623,16115
20528,5886
995,13068
6113,7237
13934,12050
22472,7065
19566,15224
791,6794
9659,6687
21495,7649
10798,540
16502,11777
17107,5382
13615,11178
15467,12743
3654,15474
1987,4022
15660,11632
16632,10827
16866,15403
5378,16433
11497,6790
18072,3935
18224,12586
1761,8736
18667,12917
10621,14674
12958,8857
20627,12240
4503,12370
10938,14493
11645,10373
18111,11592
14126,9370
4591,506
6930,16343
7856,10836
14120,13932
12826,11790
20278,2727
6261,1720
14863,15951
16624,8615
998,10607
5670,2815
10286,15878
480,15127
14608,2925
14941,8945
18256,16248
6740,1363
4339,8046
1640,11240
2892,7236
22474,14913
14694,14555
3015,12496
8218,14410
12021,2174
468,1310
7765,384
13897,8595
2193,14356
191,9282
14116,13860
3209,8540
167,6723
2162,10587
9476,4714
20789,5494
20287,8139
5755,276
2555,13062
17785,7288
22096,4863
14215,1393
1273,6036
2547,11870
6568,13618
8707,11805
4171,15071
10751,16329
15998,12836
3172,6813
22149,16207
1943,11340
7253,16431
9699,11889
14276,981
21688,14003
757,16260
10092,3859
6888,16444
11821,16189
11396,16274
11628,3889
22243,13418
225,8268
13423,12456
11102,12700
17099,4876
4655,584
13907,15636
22022,15679
17051,1402
5529,8704
9612,485
3297,1784
8616,13322
4558,3441
4227,7072
9197,13598
12798,6394
19804,15701
10509,3629
16874,2219
4861,5606
20196,12156
3733,4593
10169,5039
13320,2060
19595,8031
37,12992
2657,1285
21379,15580
17376,14584
14641,15575
17464,12050
730,13417
13089,13690
15963,10869
12904,16295
4321,16539
6164,4261
2788,131
19846,16213
9240,8761
5075,15042
18134,9599
7903,391
21923,4400
13483,779
11172,11577
15264,11471
2141,4394
6084,2288
7006,15861
13594,1420
6141,14069
3944,3558
15359,7708
1383,6177
6909,5685
19841,14099
21333,13232
18914,12479
7676,9182
6121,7280
16708,14378
236,8484
17244,1438
6229,14782
19837,6101
13448,13036
4848,5395
22359,6135
8095,1430
3422,3058
2255,16336
4224,6999
11323,4456
9604,3161
8865,15251
2333,15490
5136,14235
5259,12132
15015,13807
14148,16353
4909,2619
9103,897
3578,8485
4471,15487
18161,10167
9308,8864
17204,2915
794,9271
5466,2015
3354,14391
17657,5360
19830,7710
9898,11116
3028,11322
18419,6223
4034,1173
20393,11432
2234,1275
7100,7919
7860,14537
16333,11384
11401,1312
6427,312
12764,14482
7954,15937
13544,9893
5931,13974
18335,8765
1516,777
2760,14085
14269,14005
7060,12468
6768,604
20063,14911
681,8720
5228,14027
4226,201
18054,10031
7796,386
1141,146
6629,8489
20170,16012
4483,14568
1392,6731
15734,2599
2277,15726
4546,16274
15849,1367
2983,9863
21590,4042
15795,12489
6382,1678
21469,9191
22447,12027
13382,9859
20838,3558
8988,13770
10718,9861
9735,2968
18724,16008
16993,9241
17735,12850
8218,1136
20620,13491
4887,13295
7381,367
5146,13426
16954,1393
5223,3868
21669,16386
6008,288
18717,14133
4283,2779
8510,420
1296,14913
1117,9135
10845,1034
22174,8681
16708,15992
5150,12646
2248,4288
10588,6198
5288,4293
3180,13826
19195,16484
5161,5742
5364,5323
5695,7404
14548,12255
15055,11722
5732,5232
16226,9744
19313,3378
21703,11089
13634,2064
2839,13721
18896,7870
9596,6738
19275,2507
19746,10015
2213,3478
16684,11402
11525,12165
8828,5672
7099,8256
3316,3609
3918,11316
11764,13793
307,1482
3716,9781
12981,13965
11727,16080
13794,4372
8511,3945
16968,15191
14367,9818
12767,13300
8640,647
3873,2144
15460,16380
3662,11404
8038,399
904,11627
14933,9466
2258,14652
6298,10598
3548,4332
7685,14755
12858,12858
838,15598
10886,7012
8356,8581
276,14560
15231,9023
4590,13360
21928,10252
10817,11194
13114,690
19143,16046
2452,12109
11893,15752
4049,192
2074,16092
6599,4913
6500,4796
22447,9599
12684,3791
4007,16255
1504,11265
1784,12012
1714,1676
8078,4402
1727,12512
73,12952
5725,15162
22366,12369
13299,1591
5492,8886
20230,15756
21799,10047
7662,1199
9165,1179
20213,3260
684,16339
17924,3468
3845,186
560,8629
736,11376
19872,9444
4145,9278
458,986
10517,15987
22126,13320
2931,9419
577,6470
14133,5583
964,190
1032,11034
101,16028
5109,7370
5808,10536
16634,11937
2717,5704
22536,16205
1786,5650
11973,16021
5313,8187
22426,13700
9962,3579
6764,12159
15403,10390
1130,2218
6977,1064
13843,2926
135,5778
9202,12701
18648,11805
287,16370
16133,14260
10936,551
6191,9858
20155,11333
14891,13719
135,10302
4035,14449
15488,15272
20510,5007
16201,6978
22109,14658
14108,5430
15319,15585
4678,10649
11225,11096
17603,13933
17932,13450
6493,10622
13576,16521
15616,8179
8971,1705
17152,3229
19669,15473
3477,9604
4035,3560
1527,12519
21287,15397
13850,16189
5340,2867
14214,2729
831,16357
19338,12901
20781,7784
20441,14969
12934,15904
564,16023
6828,10777
9998,2215
21470,16225
15748,14013
938,12747
13583,8259
13230,5535
20135,15207
15411,4718
20914,12836
20603,9670
6835,8358
11089,10475
3301,11992
9747,15000
12177,16082
6027,7176
999,15371
16098,13577
21127,6624
10589,3221
10779,6710
11012,3867
16082,4475
6556,11354
2842,13743
8774,6489
5078,14286
9536,15309
790,6813
14251,1984
18869,4494
5929,2660
1978,13719
9781,4884
18457,5332
2630,9460
1844,85
9393,4153
3656,15100
11460,9365
8627,9842
13257,14950
8856,2931
20814,13267
2987,15848
13969,10150
1948,5657
7262,15613
7865,10882
21722,14893
438,9886
20128,14238
10293,16536
2348,111
10232,16495
19877,16477
14084,14822
21749,9942
5146,12006
3863,14689
20650,10049
21776,9561
6340,4239
1820,11363
13374,5359
14151,1546
1938,457
13956,15867
3687,12395
19505,2439
8601,2538
15395,7582
5199,6410
11547,12737
21320,16273
8068,16291
8174,6090
21491,10203
831,6248
13550,3779
